handle,rating,maxRating,regTime,schedules,two pointers,constructive algorithms,geometry,matrices,sortings,math,ternary search,graph matchings,data structures,trees,strings,bitmasks,graphs,greedy,hashing,meet-in-the-middle,implementation,binary search,chinese remainder theorem,divide and conquer,flows,probabilities,dp,2-sat,expression parsing,string suffix structures,dsu,fft,dfs and similar,brute force,games,interactive,combinatorics,number theory,shortest paths,all,pupil,spe,exp,cm,m,im,gm,igm
Blinov_Artemii,2173,2243,1635089364,0,6,13,1,0,12,39,0,1,39,12,5,8,16,26,6,3,19,16,0,9,2,5,32,1,0,2,7,1,22,36,1,6,14,17,4,858.0,232.9622222222222,232.9622222222222,234.9622222222222,437.96222222222224,587.9691666666666,,,
F0_0H,2173,2329,1476670644,0,9,18,6,2,14,30,2,3,50,24,7,10,19,30,6,0,25,22,0,17,3,17,46,2,0,4,6,2,21,13,4,5,17,5,4,939.0,280.51222222222225,280.51222222222225,299.51222222222225,758.5538888888889,886.5330555555555,1492.5122222222221,,
Krabbypatty,2173,2173,1692608633,0,0,4,1,0,1,11,0,0,7,4,0,2,2,8,0,0,5,3,0,1,0,1,7,0,0,0,2,1,5,4,1,0,5,3,0,275.0,62.0841087962963,62.0841087962963,104.22994212962963,222.22994212962962,244.22994212962962,,,
LSTM__,2173,2173,1589035456,0,4,3,1,0,6,9,0,1,22,8,3,6,5,8,1,1,7,5,0,3,1,3,13,0,0,3,3,1,9,6,1,0,3,8,3,119.0,-0.006435185185185185,-0.006435185185185185,-0.006435185185185185,654.809537037037,902.7678703703704,,,
ShadowTracker,2173,2173,1564475895,1,1,4,0,0,1,8,0,0,7,5,1,1,4,2,0,0,3,1,0,1,1,0,7,0,0,0,2,0,2,1,0,2,4,2,0,126.0,46.18524305555555,46.18524305555555,63.24774305555555,1573.2477430555555,1608.2477430555555,,,
chervovn04,2173,2173,1570124357,0,16,26,6,4,15,33,3,2,32,14,9,13,19,38,4,1,16,17,0,6,1,1,37,1,0,3,8,1,20,19,1,5,5,15,8,782.0,22.72619212962963,22.72619212962963,134.80952546296297,189.87202546296297,547.8720254629629,,,
hamamu,2173,2327,1587128899,0,13,44,4,2,12,45,1,2,36,21,6,15,24,47,2,0,25,20,2,5,1,5,44,2,0,0,12,2,26,28,4,4,18,11,5,585.0,6.067141203703704,6.067141203703704,6.067141203703704,9.06019675925926,64.06019675925926,1092.8310300925925,,
hcng,2173,2188,1657439180,0,1,2,0,0,3,6,0,0,7,1,0,1,2,7,0,0,3,6,1,4,0,0,8,0,0,0,3,0,2,7,2,0,3,3,0,335.0,203.2837962962963,230.27337962962963,343.2837962962963,455.05462962962963,718.2837962962963,,,
heyuhhh,2173,2173,1475487689,0,30,76,9,6,53,83,5,5,107,50,20,42,67,111,8,2,65,62,2,19,8,13,125,2,0,7,22,4,63,58,9,21,29,27,18,1472.0,0.07883101851851852,0.07883101851851852,841.2038310185185,1109.1621643518517,1558.2038310185185,,,
ilya.kligunov,2173,2173,1524592852,0,1,3,1,0,0,1,0,1,4,3,0,1,1,1,0,0,3,1,0,0,2,1,6,0,0,0,1,0,3,1,2,0,2,1,0,253.0,151.79453703703703,151.79453703703703,1327.8848148148147,1516.6278703703704,1767.8466203703704,,,
jay_jayjay,2173,2221,1628524049,0,8,24,4,7,15,46,1,3,50,24,6,19,24,30,4,2,17,11,0,11,5,8,54,0,0,2,19,1,28,30,5,6,22,9,5,445.0,504.9496643518519,642.9496643518519,642.9496643518519,735.9496643518519,872.9600810185185,,,
nan01,2173,2173,1671784846,0,24,42,6,10,30,78,2,6,129,56,33,38,45,74,26,4,47,34,0,29,8,12,97,3,0,14,21,0,60,57,9,15,37,23,9,1012.0,176.97516203703702,176.97516203703702,183.22516203703702,365.2459953703704,562.2459953703703,,,
quanmcvn,2173,2173,1579685926,0,14,35,8,5,20,55,5,3,60,32,14,25,28,59,4,3,40,40,1,13,7,9,80,1,0,1,12,0,34,33,6,3,27,22,8,656.0,0.2057175925925926,0.2057175925925926,921.1848842592592,1005.0182175925926,1062.2057175925927,,,
Beaver_old,2172,2172,1646924887,0,1,4,0,0,0,2,1,1,4,3,1,0,2,5,0,0,4,0,0,0,0,0,3,0,0,0,1,0,2,2,0,1,0,2,0,64.0,119.97700231481481,119.97700231481481,121.97700231481481,198.97700231481483,205.97700231481483,,,
DF_3Mz,2172,2172,1609375038,0,4,5,5,5,7,19,3,3,17,9,0,2,9,12,1,0,10,12,1,5,2,1,19,0,0,0,5,3,8,15,2,0,6,7,1,359.0,495.5886805555556,523.5817361111111,541.5817361111111,550.5817361111111,726.5817361111111,,,
FreeTimeLove,2172,2172,1632889163,0,7,30,5,10,17,48,0,3,85,58,7,27,41,37,4,1,12,24,1,32,12,7,77,2,1,6,13,2,38,21,3,2,19,17,11,321.0,73.24001157407407,73.24001157407407,120.42751157407407,146.42751157407406,292.42751157407406,,,
JSK_Darko,2172,2224,1545271589,0,5,7,0,3,7,13,1,1,9,8,5,7,5,10,2,0,4,8,0,2,0,1,29,2,0,2,2,0,8,9,0,2,7,10,1,228.0,3.478136574074074,3.478136574074074,3.478136574074074,15.526747685185185,92.54063657407407,,,
Jackcao,2172,2172,1589120460,0,2,3,0,0,0,3,0,0,2,0,1,2,0,5,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,3,0,191.0,91.00972222222222,94.00972222222222,622.0097222222222,868.0097222222222,895.8222222222222,,,
Leaf.Maple,2172,2172,1631716364,0,2,12,1,1,9,17,0,0,13,5,2,7,8,20,1,0,9,6,0,2,0,0,19,2,0,1,7,0,9,17,0,1,4,7,3,375.0,105.04324074074074,158.00157407407409,219.98074074074074,481.86268518518517,802.001574074074,,,
Mercy.,2172,2172,1637575812,0,10,27,4,3,26,46,2,5,44,15,13,14,34,51,4,0,35,27,2,9,1,3,62,4,0,2,14,2,32,45,6,4,14,18,10,897.0,103.98944444444444,138.1838888888889,224.1838888888889,796.1908333333333,907.1838888888889,,,
Prieved,2172,2236,1683469921,0,1,4,0,0,3,12,0,2,7,3,1,3,2,6,2,0,5,4,0,5,1,1,13,0,0,1,1,1,4,10,0,3,2,7,1,123.0,83.00207175925927,90.00207175925927,90.00207175925927,176.00207175925925,376.00207175925925,,,
VGZD,2172,2172,1410623788,0,2,4,1,0,2,5,0,0,2,0,2,0,2,5,1,0,6,3,0,0,0,1,3,0,0,0,0,0,2,1,0,1,1,1,0,132.0,58.960787037037036,503.0510648148148,1338.943425925926,1623.7663425925925,3688.9225925925925,,,
__declspec,2172,2201,1587037873,1,8,34,3,0,14,43,3,2,50,23,13,13,26,47,4,0,21,18,1,10,4,4,44,1,0,7,12,4,23,26,0,12,17,10,9,981.0,30.894988425925927,30.894988425925927,352.11373842592593,480.11373842592593,667.1137384259259,,,
azureglow,2172,2192,1628076085,1,21,33,2,4,24,46,2,2,69,28,8,18,30,47,5,0,27,24,1,21,7,4,54,4,0,1,16,2,26,37,2,10,11,10,6,560.0,147.17609953703703,316.13443287037035,362.13443287037035,815.1344328703703,844.1344328703703,,,
brianlee.lck,2172,2277,1568980069,0,2,3,1,0,4,7,0,1,7,2,1,3,2,11,0,0,4,2,0,1,0,0,11,0,0,0,1,0,2,5,0,0,3,2,0,158.0,0.803599537037037,0.803599537037037,0.803599537037037,258.11609953703703,345.11609953703703,,,
dima_z,2172,2238,1466695962,0,0,6,1,1,2,5,0,0,5,1,3,1,4,6,1,0,3,4,0,0,0,3,8,1,0,0,3,0,6,3,1,4,4,1,1,280.0,0.043263888888888886,0.043263888888888886,149.7307638888889,206.06409722222222,625.0015972222222,,,
izhang,2172,2224,1576682674,0,22,69,7,5,31,90,2,3,108,101,17,33,67,93,13,2,48,43,1,32,6,10,131,4,0,3,24,4,96,41,8,21,33,34,20,1137.0,61.00724537037037,61.00724537037037,458.91349537037036,562.9030787037037,570.9447453703704,,,
limithym,2172,2191,1686361562,0,6,8,1,0,4,13,1,1,14,7,2,5,5,12,1,0,7,7,0,3,1,1,12,0,0,0,4,0,5,7,0,0,3,4,0,305.0,134.22150462962964,140.53400462962964,140.53400462962964,196.53400462962964,210.53400462962964,,,
magnuseifr,2172,2172,1566573664,0,10,31,2,2,13,26,2,2,32,13,10,13,27,49,5,0,20,18,0,6,3,2,40,2,0,1,10,0,23,25,4,7,9,8,9,988.0,392.96800925925925,449.96800925925925,470.96800925925925,588.9680092592592,1883.9471759259259,,,
mtnshh,2172,2239,1534960815,1,16,52,4,3,29,52,3,2,51,23,12,19,38,66,4,0,40,30,0,9,5,7,67,0,0,3,12,2,35,38,1,9,16,22,10,1483.0,66.89913194444445,43.85746527777778,141.85746527777778,387.7949652777778,598.8366319444444,,,
murphy,2172,2172,1272207579,0,0,2,4,0,3,9,0,0,5,2,3,0,5,3,1,0,8,3,0,0,1,1,11,0,1,0,1,0,3,3,1,0,1,1,0,130.0,176.79190972222221,176.79190972222221,176.79190972222221,376.00024305555553,1637.7502430555555,,,
nvwa,2172,2172,1533010013,0,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,4,1,1,2,0,0,0,1,0,0,0,0,0,1,1,1,24.0,219.45702546296297,219.45702546296297,219.45702546296297,233.4778587962963,234.45702546296297,,,
p6pou,2172,2502,1576385373,0,2,10,6,0,5,5,0,0,16,11,3,3,13,13,1,0,3,5,0,4,0,2,14,0,0,2,7,1,12,5,2,2,4,1,4,111.0,0.18434027777777778,0.18434027777777778,0.18434027777777778,49.385729166666664,49.385729166666664,322.2607291666667,488.4065625,
proVIDec,2172,2287,1327325182,0,4,6,3,1,4,17,1,2,21,10,5,6,11,14,1,2,9,7,0,2,1,1,29,1,0,1,3,0,12,13,1,0,6,7,6,715.0,43.06502314814815,43.06502314814815,252.08585648148147,901.9816898148148,1059.1275231481482,,,
shuzhongxin,2172,2172,1585421269,0,0,5,0,0,0,5,0,0,1,2,3,1,1,4,1,0,2,0,0,2,0,1,3,0,0,0,1,1,2,4,0,0,2,0,0,59.0,33.82443287037037,33.82443287037037,987.866099537037,1476.8244328703704,1490.8244328703704,,,
yslsj,2172,2172,1501712263,0,1,1,0,0,0,5,0,0,2,3,0,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,2,0,96.0,15.699502314814815,15.699502314814815,26.699502314814815,899.6370023148148,1527.6995023148147,,,
yubowenok,2172,2355,1366216100,0,8,19,8,5,16,35,4,4,46,21,13,13,27,31,10,4,19,30,0,0,6,8,64,1,1,4,10,1,22,25,6,2,12,11,9,575.0,7.9594907407407405,7.9594907407407405,24.855324074074073,427.95949074074076,616.0011574074074,1017.0289351851852,,
-Cap1taL-,2171,2171,1634346438,0,8,19,2,4,13,45,0,4,72,34,11,16,37,37,8,1,25,23,1,20,6,4,79,0,1,2,20,0,39,40,1,3,19,15,5,329.0,500.56090277777776,500.56090277777776,539.5400694444445,771.5609027777778,918.5609027777778,,,
AFrAYuRmbrM,2171,2175,1694414825,0,8,20,3,7,3,33,1,4,32,22,7,8,24,22,4,1,14,10,1,9,5,3,48,2,0,4,8,2,18,11,2,3,16,14,6,235.0,138.33188657407408,138.33188657407408,157.32494212962962,293.3249421296296,335.3249421296296,,,
AKSLEGION,2171,2171,1667552909,1,9,6,0,2,6,19,1,0,13,8,0,2,1,10,0,0,6,9,1,1,0,2,12,0,0,0,1,0,2,11,0,0,9,8,1,635.0,21.268414351851852,45.22674768518519,128.2267476851852,300.22674768518516,543.2267476851852,,,
EunTil0fy,2171,2212,1715946149,0,1,0,0,0,0,3,0,0,4,0,0,1,1,1,0,1,2,1,0,1,0,1,3,0,0,0,2,0,2,3,0,0,3,2,0,34.0,29.890636574074072,29.890636574074072,39.119803240740744,39.119803240740744,51.119803240740744,,,
Htmt,2171,2171,1582654522,1,28,44,5,3,28,70,5,1,87,29,19,23,28,76,13,2,39,45,2,18,2,8,73,1,0,2,11,1,29,62,4,18,17,22,7,1099.0,10.638634259259259,10.638634259259259,55.84696759259259,507.8469675925926,755.853912037037,,,
Joshc,2171,2193,1607824730,0,9,20,0,1,8,25,0,1,30,7,5,7,11,30,3,0,13,15,1,3,1,1,32,0,0,0,7,0,16,21,1,4,8,12,6,474.0,26.52511574074074,32.52511574074074,37.52511574074074,46.52511574074074,175.52511574074074,,,
Omnicrow,2171,2171,1581498449,0,0,8,0,0,3,6,0,0,5,3,2,0,4,7,2,0,7,2,0,1,0,1,2,0,0,1,3,0,5,3,1,1,2,1,3,127.0,1.2274421296296296,1.2274421296296296,1.2274421296296296,20.22744212962963,1448.2274421296297,,,
Ripatti,2171,2260,1266296974,0,2,10,6,1,10,15,0,1,10,7,5,3,16,11,7,1,13,11,0,1,2,3,24,0,2,3,4,0,13,10,4,0,5,5,3,660.0,58.44127314814815,58.44127314814815,58.44127314814815,160.3266898148148,395.4516898148148,,,
Satyanweshi45,2171,2171,1687111699,0,2,17,0,0,8,29,1,1,21,11,7,10,12,27,6,1,13,8,0,6,1,4,20,2,0,2,7,2,16,17,2,5,14,3,2,385.0,66.85186342592593,180.85186342592593,194.86228009259258,353.8518634259259,497.8518634259259,,,
Tanzir5,2171,2171,1401389489,1,2,11,10,2,5,19,3,1,38,22,8,14,20,18,5,1,11,16,0,8,5,5,46,2,0,3,4,2,24,15,3,4,9,13,4,684.0,0.8600810185185185,0.8600810185185185,197.90174768518517,804.9052199074074,1340.8218865740741,,,
TooNewbie,2171,2171,1455280759,1,7,10,5,3,5,31,3,1,29,16,1,8,13,12,0,3,4,12,0,11,0,4,28,1,0,0,6,1,16,12,0,1,9,13,3,603.0,1.205335648148148,361.18450231481484,480.9831134259259,570.0803356481481,1190.1011689814816,,,
XiaoZhan,2171,2171,1526132359,0,0,1,0,1,0,1,0,0,1,1,0,2,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,1,122.0,29.997002314814814,29.997002314814814,118.03866898148148,347.03866898148146,720.0386689814815,,,
aminsh,2171,2171,1617987287,0,1,1,0,0,7,10,0,0,9,5,2,3,3,9,2,0,6,4,0,2,0,0,15,0,0,0,1,0,6,11,0,1,4,4,2,193.0,252.9445949074074,296.9029282407407,346.9098726851852,673.6529282407407,778.9029282407407,,,
flyFeather,2171,2171,1527563535,0,23,93,28,10,41,138,4,10,181,112,27,52,116,111,24,5,54,61,4,51,19,29,216,2,0,15,34,13,91,59,11,14,71,53,23,768.0,128.16163194444445,128.16163194444445,474.3074652777778,887.3282986111111,935.2657986111111,,,
hengliao,2171,2196,1693657941,0,5,16,3,2,4,30,2,1,35,15,6,12,20,31,8,0,18,13,0,5,0,3,31,2,0,2,8,2,20,23,0,3,11,11,1,280.0,35.856006944444445,56.08517361111111,84.09559027777777,185.08517361111112,309.0851736111111,,,
hot_zero,2171,2171,1720278769,0,0,0,0,0,0,2,0,0,3,5,1,1,0,2,0,0,1,4,0,2,0,0,6,0,0,0,0,0,3,4,0,2,3,0,0,36.0,13.973738425925927,13.973738425925927,28.973738425925927,28.973738425925927,44.97373842592592,,,
igogo,2171,2171,1270666330,0,1,5,2,0,1,3,0,1,2,4,2,3,1,7,1,0,2,2,0,1,0,2,6,0,0,0,0,0,4,3,1,0,2,2,1,76.0,0.8700231481481482,0.8700231481481482,211.88043981481482,407.83877314814816,1613.8596064814815,,,
kjhhjki_fan,2171,2171,1714637875,0,0,0,0,0,2,4,0,0,4,2,1,1,2,3,3,0,1,2,0,0,0,1,3,1,0,1,0,0,2,4,0,1,1,0,0,44.0,15.261863425925926,15.261863425925926,15.261863425925926,18.261863425925927,24.261863425925927,,,
martinius,2171,2171,1603237378,0,10,23,6,1,14,29,1,3,22,13,6,6,15,29,2,0,19,8,2,5,3,7,23,1,0,0,5,0,11,15,6,13,10,10,5,1173.0,70.6194675925926,235.66113425925926,266.61946759259257,806.6194675925926,1214.6194675925926,,,
nifek,2171,2171,1669388716,0,1,0,0,0,1,5,0,0,3,1,0,0,1,3,0,0,3,1,0,1,0,1,4,0,0,0,0,0,1,4,0,0,0,2,1,82.0,31.978981481481483,40.97898148148148,62.97898148148148,204.70814814814815,222.97898148148147,,,
orzQwQx,2171,2171,1643201824,0,3,8,1,2,7,17,1,1,18,10,6,5,10,17,4,0,8,13,0,3,1,1,26,0,0,3,4,1,9,13,2,1,7,4,5,130.0,415.9638425925926,593.0680092592593,758.0680092592593,808.0680092592593,822.0680092592593,,,
-Mescherez-,2170,2170,1721408124,0,0,0,0,0,0,1,0,0,2,0,1,1,1,2,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,22.0,3.9025,6.9025,6.9025,10.9025,10.9025,,,
ABCDEFghijmn,2170,2170,1666517928,0,0,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,29.0,65.20569444444445,65.20569444444445,65.20569444444445,65.20569444444445,188.20569444444445,,,
Capps,2170,2270,1638577714,0,17,13,1,3,11,57,1,2,69,34,20,21,30,39,11,0,25,34,0,18,7,8,73,1,0,13,12,3,36,39,3,4,26,17,5,1036.0,106.46280092592593,110.58780092592593,357.5669675925926,397.58780092592593,665.5878009259259,,,
Luna_Sakurakouji,2170,2185,1648302134,0,4,11,0,0,5,10,1,0,11,5,2,1,7,15,0,0,7,7,0,2,0,1,7,0,0,0,4,0,7,7,0,5,2,2,2,313.0,14.036643518518519,24.036643518518517,27.036643518518517,100.03664351851852,190.03664351851853,,,
N.N_2004,2170,2327,1535352482,1,48,127,13,22,69,170,7,5,269,143,50,72,174,177,26,2,94,106,2,48,6,27,301,4,0,20,63,8,154,99,11,17,79,68,50,2255.0,81.32428240740741,81.32428240740741,392.3034490740741,574.3242824074074,647.3242824074074,926.2201157407408,,
NaBeleaua,2170,2170,1604171881,0,0,3,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,48.0,14.803460648148148,35.803460648148146,35.803460648148146,49.82429398148148,119.76179398148147,,,
WhimsicalCode,2170,2197,1693609612,0,4,19,2,2,3,35,0,0,16,10,4,8,12,26,2,1,15,6,1,7,0,2,21,1,0,0,2,2,12,20,2,7,11,9,2,308.0,66.64453703703704,76.64453703703704,98.70703703703704,210.64453703703703,238.64453703703703,,,
changle_knh,2170,2170,1579145523,0,6,14,6,7,10,43,0,3,60,35,8,15,23,25,3,1,12,16,0,10,7,7,54,3,0,6,9,4,24,15,2,2,14,10,10,286.0,27.460381944444446,27.460381944444446,30.397881944444446,1491.4603819444444,1566.4603819444444,,,
chengcheng567,2170,2170,1621151266,0,14,47,12,7,28,77,3,6,72,28,9,21,54,76,9,1,34,43,0,11,10,14,87,2,0,2,14,3,30,44,6,19,30,25,15,690.0,181.92863425925927,181.92863425925927,209.09530092592593,209.09530092592593,786.2828009259259,,,
cmorax,2170,2170,1522849985,1,34,50,6,6,39,56,4,8,121,64,27,38,90,105,13,0,39,49,0,17,18,1,139,1,0,8,43,3,87,43,4,2,30,26,21,1917.0,0.008275462962962964,0.008275462962962964,136.98744212962964,417.07077546296296,1007.0291087962963,,,
fAKelsy,2170,2170,1585278173,0,1,3,0,0,2,5,0,0,4,1,1,1,0,4,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,30.0,17.480636574074072,17.480636574074072,81.48063657407407,184.5014699074074,204.41813657407408,,,
faustaadp,2170,2394,1453129781,0,11,41,7,4,20,54,2,0,56,23,12,17,28,63,8,1,33,34,1,7,2,5,61,1,0,2,12,1,24,31,3,14,13,13,11,1720.0,5.017581018518518,5.017581018518518,558.9759143518519,759.9967476851851,894.9550810185185,1692.9759143518518,,
gwq2017,2170,2170,1496384858,0,6,5,1,1,12,18,1,0,27,16,11,13,25,16,11,0,18,17,0,6,6,5,47,0,0,4,6,0,22,19,0,2,9,8,9,628.0,5.241226851851851,5.241226851851851,243.27594907407408,590.3384490740741,882.3384490740741,,,
hazzlek,2170,2248,1662589298,1,27,53,6,8,37,111,2,10,128,77,19,49,72,89,18,5,51,53,1,36,12,13,127,1,0,4,28,3,69,93,12,17,43,41,23,608.0,113.67594907407407,113.67594907407407,113.67594907407407,202.4467824074074,343.6759490740741,,,
lqs2o15,2170,2170,1548163932,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,25.0,0.043611111111111114,0.043611111111111114,28.04361111111111,244.02277777777778,244.02277777777778,,,
nasadigital,2170,2277,1393976178,0,13,30,7,2,23,51,3,0,55,21,21,21,27,55,6,1,32,39,1,6,2,4,66,2,0,3,8,9,28,38,4,10,20,18,10,992.0,32.66923611111111,32.66923611111111,32.66923611111111,658.7074305555556,826.7074305555556,,,
qqqaaazzz,2170,2170,1675940119,0,9,16,1,1,17,37,2,1,57,38,9,23,33,35,9,1,23,23,0,15,1,4,72,0,0,5,18,4,34,21,3,1,26,12,5,428.0,187.15255787037037,187.15255787037037,203.15255787037037,535.1525578703704,583.1525578703704,,,
shstyle,2170,2170,1672060562,0,23,45,3,5,25,104,1,2,72,36,18,30,37,73,14,4,42,47,0,23,2,8,98,0,0,6,16,6,40,65,4,11,34,34,11,1538.0,124.05483796296296,124.05483796296296,185.05483796296295,348.11733796296295,649.7006712962963,,,
user235811,2170,2170,1666622177,0,33,68,8,5,41,124,3,7,108,47,25,48,57,112,16,2,66,56,2,30,6,14,127,3,0,5,32,1,66,91,9,11,55,40,16,1008.0,368.9991087962963,368.9991087962963,397.9991087962963,583.9991087962962,629.9991087962962,,,
yookwi,2170,2170,1696492318,0,4,6,0,1,3,13,1,0,18,9,2,5,9,17,3,1,13,10,0,6,0,1,14,1,0,0,5,0,9,13,2,6,4,4,3,448.0,23.27988425925926,86.29030092592592,141.27988425925926,177.27988425925926,225.27988425925926,,,
6235326235326235327175,2169,2169,1718045170,0,1,0,0,0,1,3,0,0,4,1,0,2,0,1,0,1,1,4,0,2,0,1,2,0,0,0,0,0,1,4,0,0,3,1,0,27.0,14.825578703703703,14.825578703703703,26.825578703703705,26.825578703703705,34.825578703703705,,,
Andres_Alumets,2169,2235,1491033787,1,15,43,6,2,24,38,4,1,44,23,14,14,38,48,5,0,32,24,0,9,2,1,47,1,0,2,11,1,33,29,1,8,12,8,10,1137.0,77.2721412037037,77.2721412037037,197.00130787037037,709.355474537037,1000.2756134259259,,,
CaijiMK,2169,2169,1682787601,0,3,4,0,0,2,6,0,0,4,0,2,4,3,4,1,2,1,1,0,4,0,0,6,1,0,1,1,0,3,4,0,1,4,2,0,36.0,34.899293981481485,34.899293981481485,90.89929398148148,349.8992939814815,397.7117939814815,,,
Fly_elephant,2169,2169,1662018026,0,2,7,0,0,4,10,1,0,10,8,3,5,7,7,2,0,2,9,0,4,2,2,8,0,0,1,4,1,8,3,0,5,7,7,3,97.0,52.100393518518516,52.100393518518516,52.100393518518516,52.100393518518516,72.28789351851852,,,
ISeeDS,2169,2169,1465036382,1,6,8,2,0,7,8,2,0,45,19,5,17,13,18,3,3,16,17,0,7,1,1,42,0,0,0,7,0,22,15,0,1,2,5,4,941.0,560.834699074074,556.1888657407408,936.1680324074074,1315.147199074074,1736.147199074074,,,
IanISam,2169,2197,1646936858,1,22,42,3,6,29,85,4,2,94,41,18,38,35,70,13,2,58,54,0,19,3,7,85,3,0,4,28,1,46,71,2,8,25,34,8,1550.0,291.83844907407405,291.83844907407405,358.96344907407405,394.8453935185185,807.8384490740741,,,
LXl491214,2169,2169,1580994404,0,4,8,0,1,7,18,0,3,15,8,0,7,5,16,1,0,12,9,0,3,0,1,13,1,0,0,5,2,6,9,3,0,6,9,0,156.0,658.9224074074074,658.9224074074074,705.9571296296297,745.0612962962963,763.0612962962963,,,
MattTheNub,2169,2288,1635109237,0,19,38,8,11,18,71,3,7,66,45,14,28,45,54,10,3,34,32,0,12,11,12,78,3,0,4,19,7,38,39,4,16,32,24,14,575.0,228.81554398148148,236.73221064814814,236.73221064814814,530.7113773148149,557.7322106481481,,,
Mu_Silk,2169,2169,1673181156,0,9,21,3,2,17,58,0,2,26,17,5,15,22,36,5,1,25,13,1,10,4,5,45,3,0,2,11,6,19,35,3,2,24,23,5,702.0,179.085,196.085,261.085,350.085,461.085,,,
Nazar,2169,2169,1601557982,0,12,25,2,2,11,33,1,2,35,14,11,18,16,33,4,0,14,14,2,8,2,2,28,0,0,1,7,1,25,27,4,3,10,10,5,750.0,235.0569212962963,304.0569212962963,435.8694212962963,817.0569212962963,1031.0569212962962,,,
Raiden,2169,2304,1549647638,1,99,208,23,21,126,307,13,14,376,188,78,128,191,305,52,8,159,167,3,84,16,40,424,6,0,38,76,22,204,202,16,48,138,99,58,2503.0,79.87108796296296,122.80858796296296,192.87108796296297,442.871087962963,554.871087962963,1682.871087962963,,
Tairitsu_Meow,2169,2169,1586395521,0,2,2,0,0,2,7,1,1,7,4,0,2,1,5,1,0,1,6,0,1,0,2,11,0,0,0,1,0,6,2,0,0,4,3,0,149.0,33.46503472222222,33.46503472222222,315.54836805555556,794.5483680555556,1036.5483680555556,,,
acwing_official,2169,2169,1709606722,0,0,2,0,0,0,2,0,0,2,0,0,0,2,3,0,0,2,2,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,29.0,6.492800925925926,10.492800925925925,10.492800925925925,55.49280092592593,55.49280092592593,,,
beemax,2169,2244,1537938742,1,17,41,5,1,21,49,2,3,65,24,19,12,28,67,12,0,36,25,0,8,0,0,58,0,0,7,10,1,33,38,3,5,10,13,7,1492.0,25.12335648148148,25.12335648148148,228.39071759259258,560.3907175925926,610.3907175925926,,,
bnkalya1502,2169,2240,1575534404,1,30,59,3,2,37,71,4,3,63,27,18,22,43,83,10,1,49,38,1,7,3,6,68,3,0,5,15,1,41,40,3,14,22,21,14,1116.0,112.25574074074073,112.25574074074073,232.25574074074075,289.25574074074075,563.0682407407407,,,
duhless,2169,2169,1661797833,0,2,11,2,0,5,19,0,0,9,7,1,5,7,8,1,1,10,5,0,2,0,4,14,1,0,0,4,0,8,11,0,4,12,7,2,464.0,107.83642361111112,122.83642361111112,476.8364236111111,481.8364236111111,646.8364236111111,,,
rcx92,2169,2169,1266909934,0,0,1,2,0,2,0,0,0,1,2,0,2,3,3,0,0,6,1,0,1,1,0,2,0,0,0,0,0,3,2,1,0,0,0,0,62.0,591.3155787037037,591.3155787037037,591.3155787037037,1074.336412037037,1538.3433564814816,,,
Alice114514,2168,2343,1658588046,0,27,80,8,7,29,110,2,11,103,65,18,47,55,95,12,4,45,47,2,24,10,12,113,4,0,3,32,7,63,70,7,14,57,39,16,788.0,20.98673611111111,20.98673611111111,20.98673611111111,23.98673611111111,25.945069444444446,91.70548611111111,,
BernatP,2168,2168,1617288960,0,23,52,11,3,23,93,3,3,62,39,10,24,36,68,10,3,48,29,0,18,1,13,80,2,0,1,14,6,47,53,8,17,44,19,10,737.0,121.98541666666667,149.98541666666668,205.79791666666668,757.9854166666667,968.9854166666667,,,
DesalotAge,2168,2168,1567585874,0,8,10,1,2,4,12,3,0,14,4,6,2,6,22,2,0,14,10,0,1,1,0,18,0,0,0,2,0,6,8,0,2,6,3,0,636.0,80.98178240740741,277.25261574074074,417.1067824074074,682.2526157407408,811.2526157407408,,,
Joler_,2168,2194,1603633453,0,18,44,1,1,18,40,3,1,49,22,8,13,27,48,0,2,29,24,0,7,3,8,34,1,0,0,15,0,28,40,3,13,8,10,5,1529.0,54.82693287037037,146.98318287037037,173.0352662037037,793.0352662037037,839.7852662037037,,,
LTL_td,2168,2316,1522322206,0,3,4,1,2,4,10,0,0,8,3,3,5,6,13,0,0,9,4,0,3,0,2,15,0,0,0,5,2,7,5,2,1,3,1,1,132.0,188.82516203703705,188.82516203703705,239.84599537037036,736.137662037037,736.137662037037,2018.9084953703705,,
